StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q8_1,Q8_4,Q8_5,Q8_6,Q8_7,Q8_7_TEXT,Q9_1,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_12_TEXT,Q11,Q12,Q13,Q15_1,Q15_4,Q15_13,Q15_12,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11
2025-11-14 09:06:34,2025-11-14 09:15:43,IP Address,98.238.223.29,13,549,False,2025-11-21 09:15:44,R_7yKencObBN6ODiF,,,,,36.3528,-119.3007,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-18 12:10:55,2025-11-18 12:11:14,IP Address,169.232.73.193,56,18,False,2025-11-25 12:11:15,R_5zJFH6vC79qV8ZP,,,,,34.0648,-118.4414,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-05 14:05:14,2026-01-05 14:09:20,IP Address,98.185.240.47,100,246,True,2026-01-05 14:09:21,R_5gnm85iAlwTrACn,,,,,34.4282,-119.6874,anonymous,EN,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Neutral,Very confident,Moderately confident,Moderately confident,Moderately confident,Not confident at all,Slightly confident,Moderately confident,Not confident at all,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,Scholarly articles,,,,,,,UC Santa Barbara,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,
2026-01-15 08:27:12,2026-01-15 08:31:30,IP Address,68.99.188.67,100,258,True,2026-01-15 08:31:30,R_5DMauO8G4JJTHOx,,,,,33.7074,-117.7054,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Moderately confident,Slightly confident,Very confident,Very confident,Very confident,Moderately confident,Moderately confident,Very confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,Discussion prompts,,,,Short video clips,,,,,,UC Irvine,"Lecturer (Unit 18, continuing, or senior)",Another discipline,,,,,,,,,,,None of the above
2026-01-15 12:09:16,2026-01-15 12:14:20,IP Address,128.195.95.34,100,304,True,2026-01-15 12:14:21,R_7q85I8PyJIS21iy,,,,,33.6454,-117.8419,anonymous,EN,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Moderately confident,Very confident,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,"Expert interviews  ",,Scholarly articles,,,,Theoretical frameworks,,,UC Irvine,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,A person who immigrated to the United States,,
2026-02-11 09:55:41,2026-02-11 10:00:55,IP Address,76.21.21.253,100,313,True,2026-02-11 10:00:55,R_72PgQi3K15qaudG,,,,,37.0313,-122.1198,anonymous,EN,Agree,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Very confident,Moderately confident,Very confident,Moderately confident,Slightly confident,Very confident,Very confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,"Expert interviews  ",,,,Simulations,,,,,UC Santa Cruz,Senate Faculty,"History, Languages, and Literatures",,,,,,,,,,,None of the above
2026-02-11 10:20:16,2026-02-11 10:25:18,IP Address,108.83.117.180,100,302,True,2026-02-11 10:25:18,R_5AYJKkGWkrKwGKp,,,,,37.0313,-122.1198,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Neutral,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Slightly confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,Discussion prompts,"Expert interviews  ",Podcasts,,,,,,,,UC Santa Cruz,Senate Faculty,"History, Languages, and Literatures","A Black, Indigenous, and/or person of color (BIPOC)",,,,A person living with a disability,A person who is neurodivergent,,,,,
2026-02-11 12:07:37,2026-02-11 12:11:38,IP Address,169.236.78.22,100,241,True,2026-02-11 12:11:39,R_7Ys2IQG58WH9inc,,,,,37.2972,-120.4639,anonymous,EN,Agree,Strongly agree,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Somewhat disagree,Neutral,Moderately confident,Moderately confident,Moderately confident,Very confident,Very confident,Moderately confident,Very confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,Podcasts,Scholarly articles,,,,,,,UC Merced,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,A person who is neurodivergent,,,,,
2026-02-11 15:38:37,2026-02-11 15:45:32,IP Address,24.4.34.59,100,414,True,2026-02-11 15:45:32,R_1hS5b1Ztqi9n0ch,,,,,37.2808,-121.9572,anonymous,EN,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Very confident,Very confident,Very confident,Slightly confident,Very confident,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,"Expert interviews  ",Podcasts,,Short video clips,,,,,,UC Santa Cruz,Senate Faculty,"History, Languages, and Literatures",,,,,,,,,,,None of the above
2026-02-12 12:53:19,2026-02-12 12:56:22,IP Address,128.195.95.38,100,182,True,2026-02-12 12:56:22,R_7vcOwG3p3k1hZyT,,,,,33.6454,-117.8419,anonymous,EN,Agree,Somewhat agree,Strongly disagree,Unsure / Unapplicable,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Very confident,Moderately confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,"Expert interviews  ",,,,Simulations,,,,,UC Irvine,Senate Faculty,"History, Languages, and Literatures",,,A member of the LGBTQIA+ community,,A person living with a disability,A person who is neurodivergent,A person who is first in my family to go to college,A person from a low-income family background,,,
2026-02-14 10:36:22,2026-02-14 10:45:39,IP Address,23.93.201.1,100,556,True,2026-02-14 10:45:39,R_7fa3zFBcEtcvqiu,,,,,37.8637,-122.276,anonymous,EN,Agree,Unsure / Unapplicable,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Very confident,Moderately confident,Very confident,Moderately confident,Moderately confident,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,,,,,"Another resource, please describe:",discussion with students,,Senate Faculty,"History, Languages, and Literatures",,,,,,,,,,,None of the above
2026-02-11 10:57:28,2026-02-11 10:57:34,IP Address,71.202.194.111,13,6,False,2026-02-18 10:57:37,R_3NelB1TUhxqHv2N,,,,,36.978,-121.894,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-19 11:36:55,2026-02-19 11:41:35,IP Address,73.158.143.151,100,280,True,2026-02-19 11:41:36,R_1pLUffdRvQlIHC1,,,,,37.0088,-121.9862,anonymous,EN,Agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Moderately confident,Slightly confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,"Expert interviews  ",,,Short video clips,,,,,,UC Santa Cruz,"Lecturer (Unit 18, continuing, or senior)","History, Languages, and Literatures",,,,,,,,,,,None of the above
2026-02-20 13:31:35,2026-02-20 13:37:03,IP Address,128.195.95.16,100,327,True,2026-02-20 13:37:04,R_1lRS0J621ZyNXLb,,,,,33.6454,-117.8419,anonymous,EN,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Slightly confident,Slightly confident,Moderately confident,Not confident at all,Slightly confident,Not confident at all,Very confident,Moderately confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,,Discussion prompts,,,Scholarly articles,Short video clips,,,,,,UC Irvine,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,,,None of the above
2026-02-21 08:49:56,2026-02-21 08:59:16,IP Address,104.178.236.170,100,560,True,2026-02-21 08:59:17,R_3Qsmm3zjseDCLW8,,,,,33.6433,-117.9166,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Moderately confident,Very confident,Very confident,Slightly confident,Slightly confident,Not confident at all,Slightly confident,Slightly confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),,,,,,,"Expert interviews  ",,,Short video clips,Simulations,,,,,UC Irvine,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,A person who is first in my family to go to college,,A person who immigrated to the United States,,
2026-02-24 11:20:53,2026-02-24 11:23:47,IP Address,76.95.207.52,100,174,True,2026-02-24 11:23:48,R_3rYz5DEF8GiVBhH,,,,,33.675,-118.0027,anonymous,EN,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Very confident,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,Scholarly articles,Short video clips,,,,,,UC Irvine,"Lecturer (Unit 18, continuing, or senior)","Professional Fields (e.g. business, administration, legal, physical and mental health)",,,,,,,A person who is first in my family to go to college,,,,
2026-02-20 11:43:24,2026-02-20 11:43:32,IP Address,128.195.95.44,13,8,False,2026-02-27 11:43:34,R_7aMk3ZVYHqMCOTD,,,,,33.6454,-117.8419,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12 09:01:18,2026-03-12 09:05:03,IP Address,136.152.214.57,100,224,True,2026-03-12 09:05:03,R_3htfQ4c0Cc75g2e,,,,,37.8657,-122.2571,anonymous,EN,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Strongly agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Slightly confident,Moderately confident,Moderately confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,,Short video clips,,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,A person who is first in my family to go to college,A person from a low-income family background,A person who immigrated to the United States,,
2026-03-12 09:21:35,2026-03-12 09:24:48,IP Address,135.180.152.254,100,193,True,2026-03-12 09:24:48,R_7ODh31MtoiaOq3s,,,,,37.8682,-122.2865,anonymous,EN,Agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neutral,Neutral,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Very confident,Moderately confident,Very confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,,,,,"Another resource, please describe:",interactive seminars or workshops,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Science, Technology, Engineering, and Math (STEM)",,,,,,,,,,,None of the above
2026-03-12 09:53:22,2026-03-12 09:56:20,IP Address,169.229.11.126,100,178,True,2026-03-12 09:56:21,R_6HYzL1EPDjBMcix,,,,,37.8657,-122.2571,anonymous,EN,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat disagree,Moderately confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,Scholarly articles,,,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,A member of the LGBTQIA+ community,,,,,,,,
2026-03-12 11:49:29,2026-03-12 11:54:50,IP Address,136.152.214.152,100,321,True,2026-03-12 11:54:51,R_528ND9JXMmdsPVY,,,,,37.8657,-122.2571,anonymous,EN,Agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Slightly confident,,Synchronous online (e.g. Zoom meeting),,,,,Case studies,,,,Scholarly articles,,,Testimonials,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,,,None of the above
2026-03-16 11:26:02,2026-03-16 11:29:54,IP Address,136.152.214.40,100,231,True,2026-03-16 11:29:54,R_67jN9yIoshIcqZz,,,,,37.8657,-122.2571,anonymous,EN,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,Very confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,Podcasts,,Short video clips,,Testimonials,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Science, Technology, Engineering, and Math (STEM)",,,,,,A person who is neurodivergent,,,A person who immigrated to the United States,,
2026-03-17 14:32:12,2026-03-17 14:35:34,IP Address,204.102.74.42,100,201,True,2026-03-17 14:35:34,R_3n12MYIdIwPrtmo,,,,,37.7797,-122.4159,anonymous,EN,Agree,Strongly agree,Strongly disagree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Neutral,Moderately confident,Moderately confident,Slightly confident,Slightly confident,Slightly confident,Not confident at all,Moderately confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Science, Technology, Engineering, and Math (STEM)",,,,A person with a minoritized gender identity in my disicpline,,,,,,,
2026-03-10 22:04:43,2026-03-10 22:04:50,IP Address,135.180.126.166,13,6,False,2026-03-17 22:04:52,R_5qJ46KG3yp4GXLS,,,,,37.8767,-122.2676,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12 09:23:27,2026-03-12 09:23:40,IP Address,136.152.62.7,13,12,False,2026-03-19 09:24:49,R_3rkb3mwyhRQ08t4,,,,,37.8828,-122.1717,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-20 10:45:45,2026-03-20 10:48:10,IP Address,146.75.222.0,100,145,True,2026-03-20 10:48:11,R_2fvdHTP5Q2lZjvR,,,,,39.0469,-77.4903,anonymous,EN,Agree,Strongly agree,Somewhat agree,Neutral,Neutral,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Unsure / Unapplicable,Unsure / Unapplicable,Unsure / Unapplicable,Unsure / Unapplicable,Unsure / Unapplicable,Unsure / Unapplicable,Unsure / Unapplicable,Unsure / Unapplicable,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,Scholarly articles,Short video clips,,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,A person with a minoritized gender identity in my disicpline,,A person who is neurodivergent,,,,,
2026-03-19 09:05:06,2026-03-19 09:09:26,IP Address,71.202.141.174,56,259,False,2026-03-26 09:09:26,R_5Aj3YuBQsbmjwI1,,,,,37.9622,-122.3455,anonymous,EN,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Very confident,Very confident,Very confident,Not confident at all,Slightly confident,Not confident at all,Unsure / Unapplicable,Very confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26 14:56:02,2026-03-26 14:58:28,IP Address,162.207.206.202,100,145,True,2026-03-26 14:58:29,R_6FUnlE4ZXoNBYad,,,,,37.8107,-122.2479,anonymous,EN,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Neutral,Strongly agree,Strongly agree,Neutral,Somewhat agree,Neutral,Moderately confident,Very confident,Moderately confident,Moderately confident,Moderately confident,Unsure / Unapplicable,Moderately confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,,,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,"A transgender, non-binary, and/or genderqueer person",A member of the LGBTQIA+ community,A person with a minoritized gender identity in my disicpline,,,,,,,
2026-03-25 12:28:27,2026-03-26 22:04:18,IP Address,45.26.52.167,100,120951,True,2026-03-26 22:04:19,R_14k1MNo3x90uHnE,,,,,37.6078,-122.3893,anonymous,EN,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Very confident,Very confident,Very confident,Moderately confident,Very confident,Moderately confident,Very confident,Very confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,Scholarly articles,,,Testimonials,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)","A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,,,
2026-03-27 07:36:32,2026-03-27 07:42:14,IP Address,23.93.202.121,100,342,True,2026-03-27 07:42:14,R_7OHCBHqflcN1aCw,,,,,37.8637,-122.276,anonymous,EN,Agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Moderately confident,,,,,,,Case studies,,,,,,,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,,,None of the above
2026-03-27 10:14:24,2026-03-27 10:19:46,IP Address,136.152.214.103,100,322,True,2026-03-27 10:19:47,R_1Vl8jwTsWT7N77X,,,,,37.8657,-122.2571,anonymous,EN,Agree,Somewhat agree,Neutral,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Slightly confident,Not confident at all,Slightly confident,Not confident at all,Slightly confident,Not confident at all,Slightly confident,Slightly confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,Scholarly articles,,,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,,,None of the above
2026-03-29 09:33:22,2026-03-29 09:36:27,IP Address,64.62.226.244,100,184,True,2026-03-29 09:36:27,R_5J9vOME1YZrv1oB,,,,,33.9779,-118.4525,anonymous,EN,Agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,Discussion prompts,,,,Short video clips,,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,,,None of the above
2026-03-30 10:16:47,2026-03-30 10:18:39,IP Address,136.152.214.131,100,112,True,2026-03-30 10:18:40,R_63r7QuI8BVu9twq,,,,,37.8657,-122.2571,anonymous,EN,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Moderately confident,Unsure / Unapplicable,Very confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,A person who immigrated to the United States,,
2026-03-30 10:32:42,2026-03-30 10:36:15,IP Address,136.152.214.26,100,212,True,2026-03-30 10:36:15,R_5QLTSqUmVCguc24,,,,,37.8657,-122.2571,anonymous,EN,Agree,Neutral,Neutral,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Moderately confident,Slightly confident,Moderately confident,Very confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,Discussion prompts,,,Scholarly articles,,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Science, Technology, Engineering, and Math (STEM)",,,A member of the LGBTQIA+ community,,,,,,,,
2026-03-30 12:28:37,2026-03-30 12:34:05,IP Address,136.152.214.49,100,327,True,2026-03-30 12:34:05,R_1KIyYKkpNHqzABz,,,,,37.8657,-122.2571,anonymous,EN,Agree,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Slightly confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,Discussion prompts,,,,,Simulations,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,,,,,,,,,,,None of the above
2026-03-30 13:34:25,2026-03-30 13:40:24,IP Address,136.152.214.104,100,359,True,2026-03-30 13:40:25,R_1Tem2a9cxuxY7jH,,,,,37.8657,-122.2571,anonymous,EN,Agree,Unsure / Unapplicable,Somewhat agree,Neutral,Somewhat disagree,Unsure / Unapplicable,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Slightly confident,Unsure / Unapplicable,Slightly confident,Moderately confident,Not confident at all,Slightly confident,Moderately confident,Slightly confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,Scholarly articles,Short video clips,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,,,,,,,,,,,
2026-03-30 19:12:16,2026-03-30 19:15:11,IP Address,23.93.19.10,100,175,True,2026-03-30 19:15:11,R_5eqKgQHb7qAvCkc,,,,,37.8487,-122.2209,anonymous,EN,Agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Very confident,Unsure / Unapplicable,Very confident,Very confident,Moderately confident,Moderately confident,Very confident,Very confident,,Synchronous online (e.g. Zoom meeting),,,,,,,,Podcasts,Scholarly articles,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,
2026-03-31 09:04:40,2026-03-31 09:08:22,IP Address,136.152.214.122,100,222,True,2026-03-31 09:08:23,R_7jHBf9p396CmbDj,,,,,37.8657,-122.2571,anonymous,EN,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neutral,Moderately confident,Not confident at all,Moderately confident,Slightly confident,Moderately confident,Not confident at all,Moderately confident,Moderately confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,,,,,,,,UC Berkeley,Senate Faculty,"Professional Fields (e.g. business, administration, legal, physical and mental health)",,,,,,A person who is neurodivergent,,,A person who immigrated to the United States,,
2026-03-31 10:11:54,2026-03-31 10:16:19,IP Address,76.191.167.55,100,264,True,2026-03-31 10:16:19,R_3r97AOd8fFUR9iu,,,,,37.9269,-122.3313,anonymous,EN,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Strongly agree,Somewhat disagree,Neutral,Somewhat disagree,Moderately confident,Very confident,Moderately confident,Moderately confident,Moderately confident,Unsure / Unapplicable,Unsure / Unapplicable,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),,,,,,Discussion prompts,,,Scholarly articles,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,None of the above
2026-03-31 10:32:41,2026-03-31 10:36:58,IP Address,108.78.250.230,100,256,True,2026-03-31 10:36:58,R_3cUclXhtPL7xkel,,,,,37.8906,-122.2936,anonymous,EN,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Strongly agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Slightly confident,Slightly confident,"Asynchronous (e.g. Canvas site, online readings)",,,,,,,Discussion prompts,,,Scholarly articles,Short video clips,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,A person who immigrated to the United States,,
